delta_rank,feature,feature_clean,pd_rank,healthy_rank,rwbc_pd,rwbc_healthy,delta_rwbc,abs_delta_rwbc,delta_direction,degree_pd,degree_healthy
70,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,723,603,0.8057285180572852,1.009214688488516,-0.20348617043123085,0.20348617043123085,higher_in_healthy,711,785
71,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium,724,789,0.8054517780545177,0.6106450281941961,0.19480674986032165,0.19480674986032165,higher_in_PD,708,611
72,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens,682,757,0.8937318389373183,0.7041672397194334,0.18956459921788493,0.18956459921788493,higher_in_PD,753,667
73,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,805,762,0.5067109450671095,0.6934396919268326,-0.18672874685972318,0.18672874685972318,higher_in_healthy,531,663
74,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis,673,741,0.9216825792168258,0.7377252097373126,0.18395736947951324,0.18395736947951324,higher_in_PD,763,686
75,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,713,599,0.827037498270375,1.0104524824645853,-0.18341498419421032,0.18341498419421032,higher_in_healthy,723,776
76,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,745,792,0.7653244776532447,0.5820382340805942,0.18328624357265055,0.18328624357265055,higher_in_PD,717,584
77,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,733,628,0.7878787878787878,0.9701554119103288,-0.182276624031541,0.182276624031541,higher_in_healthy,720,784
78,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,588,685,1.0639269406392695,0.8830972355934534,0.18082970504581608,0.18082970504581608,higher_in_PD,803,744
79,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,783,700,0.6757990867579908,0.8503644615596204,-0.1745653748016296,0.1745653748016296,higher_in_healthy,642,731
80,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum,636,714,1.0016604400166045,0.8276715719983496,0.17398886801825486,0.17398886801825486,higher_in_PD,784,723
81,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,807,773,0.5015912550159125,0.674322651629762,-0.1727313966138495,0.1727313966138495,higher_in_healthy,531,663
82,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum,642,720,0.987961809879618,0.8152936322376565,0.17266817764196152,0.17266817764196152,higher_in_PD,783,717
83,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor,683,750,0.8926248789262488,0.7212212900563884,0.1714035888698604,0.1714035888698604,higher_in_PD,763,686
84,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,812,781,0.475992804759928,0.6457158575161601,-0.16972305275623212,0.16972305275623212,higher_in_healthy,494,635
85,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis,711,611,0.8346478483464785,1.003713381928208,-0.1690655335817295,0.1690655335817295,higher_in_healthy,733,780
86,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,706,591,0.8516673585166736,1.0178792463210011,-0.1662118878043275,0.1662118878043275,higher_in_healthy,725,784
87,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309,641,718,0.9882385498823856,0.8232705267501031,0.16496802313228243,0.16496802313228243,higher_in_PD,761,708
88,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris,572,670,1.079424380794244,0.9145922156512172,0.1648321651430269,0.1648321651430269,higher_in_PD,803,759
89,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,667,515,0.9370416493704165,1.1012240407096685,-0.16418239133925205,0.16418239133925205,higher_in_healthy,763,808
90,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,729,784,0.7939670679396706,0.6333379177554669,0.16062915018420376,0.16062915018420376,higher_in_PD,711,617
91,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,728,635,0.8014390480143905,0.9620409847338744,-0.16060193671948397,0.16060193671948397,higher_in_healthy,720,784
92,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis,596,680,1.04898298048983,0.8914867280979233,0.1574962523919068,0.1574962523919068,higher_in_PD,791,744
93,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,726,638,0.8018541580185415,0.9591527987897126,-0.15729864077117106,0.15729864077117106,higher_in_healthy,703,756
94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium,676,546,0.9144873391448732,1.070554256635951,-0.1560669174910777,0.1560669174910777,higher_in_healthy,758,802
95,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia,688,745,0.8847377888473779,0.7300233805528813,0.15471440829449656,0.15471440829449656,higher_in_PD,753,667
96,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia,649,717,0.9762003597620036,0.8232705267501031,0.15292983301190044,0.15292983301190044,higher_in_PD,783,732
97,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,556,647,1.0951985609519856,0.947875120341081,0.14732344061090463,0.14732344061090463,higher_in_PD,805,765
98,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum,737,783,0.7810986578109865,0.6341631137395132,0.14693554407147336,0.14693554407147336,higher_in_PD,708,636
99,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,760,695,0.712190397121904,0.8580662907440517,-0.1458758936221477,0.1458758936221477,higher_in_healthy,668,739
100,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales,569,656,1.082191780821918,0.936322376564434,0.14586940425748396,0.14586940425748396,higher_in_PD,800,767
101,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,629,691,1.005949910059499,0.8602668133681749,0.14568309669132418,0.14568309669132418,higher_in_PD,782,732
102,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae,809,782,0.4960564549605645,0.6409022142758906,-0.14484575931532606,0.14484575931532606,higher_in_healthy,521,621
103,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183,470,616,1.143074581430746,0.9983496080319076,0.14472497339883827,0.14472497339883827,higher_in_PD,809,786
104,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409,505,619,1.1284073612840737,0.9840462109751066,0.14436115030896712,0.14436115030896712,higher_in_PD,808,781
105,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae,541,631,1.1066832710668326,0.9630037133819284,0.14367955768490426,0.14367955768490426,higher_in_PD,800,767
106,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,655,514,0.9618098796180988,1.1036996286618073,-0.14188974904370844,0.14188974904370844,higher_in_healthy,774,802
107,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,718,639,0.8167981181679812,0.95750240682162,-0.14070428865363882,0.14070428865363882,higher_in_healthy,715,759
108,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_DISK_18,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_DISK_18,681,731,0.8944236889442368,0.7540915967542291,0.14033209219000775,0.14033209219000775,higher_in_PD,754,686
109,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis,696,597,0.8718693787186937,1.01196534176867,-0.1400959630499763,0.1400959630499763,higher_in_healthy,757,781
110,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,704,752,0.8572021585720215,0.7190207674322652,0.13818139113975636,0.13818139113975636,higher_in_PD,747,670
111,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri,638,697,0.9954337899543378,0.8577912254160364,0.13764256453830148,0.13764256453830148,higher_in_PD,781,730
112,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,771,797,0.6950325169503252,0.558107550543254,0.1369249664070712,0.1369249664070712,higher_in_PD,659,577
113,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium,297,560,1.19745399197454,1.0607894374914042,0.13666455448313575,0.13666455448313575,higher_in_PD,818,802
114,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum,467,606,1.143904801439048,1.007839361848439,0.13606543959060913,0.13606543959060913,higher_in_PD,809,787
115,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis,539,627,1.1084820810848208,0.9724934671984596,0.1359886138863612,0.1359886138863612,higher_in_PD,804,766
116,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas,583,657,1.0689082606890823,0.935497180580388,0.1334110801086943,0.1334110801086943,higher_in_PD,799,755
117,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_saeculare,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_saeculare,618,683,1.022554310225543,0.8895612708018155,0.13299303942372753,0.13299303942372753,higher_in_PD,791,746
118,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus,563,643,1.0846824408468243,0.9526887635813506,0.13199367726547373,0.13199367726547373,higher_in_PD,804,775
119,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,712,633,0.8316037083160371,0.962591115389905,-0.1309874070738679,0.1309874070738679,higher_in_healthy,720,784
120,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia,290,549,1.1981458419814583,1.0679411360198048,0.13020470596165357,0.13020470596165357,higher_in_PD,817,802
121,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria,571,186,1.0795627507956276,1.208499518635676,-0.12893676784004837,0.12893676784004837,higher_in_healthy,802,821
122,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini,590,662,1.0592223605922235,0.9304084720121027,0.12881388858012077,0.12881388858012077,higher_in_PD,799,755
123,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,597,666,1.048429500484295,0.9224315774996562,0.12599792298463874,0.12599792298463874,higher_in_PD,790,756
124,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,741,780,0.773073197730732,0.6476413148122679,0.12543188291846408,0.12543188291846408,higher_in_PD,699,631
125,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964,577,255,1.0745814307458144,1.1999724934671985,-0.12539106272138412,0.12539106272138412,higher_in_healthy,801,824
126,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,798,811,0.5985886259858862,0.4744876908265713,0.12410093515931497,0.12410093515931497,higher_in_PD,604,500
127,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,445,579,1.1541441815414415,1.030394718745702,0.1237494627957394,0.1237494627957394,higher_in_PD,817,792
128,k__Bacteria|p__Firmicutes|c__Tissierellia,k__Bacteria|p__Firmicutes|c__Tissierellia,566,637,1.083437110834371,0.9599779947737588,0.12345911606061222,0.12345911606061222,higher_in_PD,800,767
129,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,651,704,0.9647156496471564,0.841837436391143,0.12287821325601345,0.12287821325601345,higher_in_PD,770,731
130,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter,810,788,0.4901065449010654,0.6124329528262963,-0.12232640792523086,0.12232640792523086,higher_in_healthy,521,621
131,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus,550,623,1.0999031409990314,0.9779947737587678,0.12190836724026366,0.12190836724026366,higher_in_PD,804,775
132,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,656,708,0.9611180296111804,0.8392243157749966,0.12189371383618386,0.12189371383618386,higher_in_PD,774,717
133,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum,730,774,0.7934135879341359,0.672947324989685,0.12046626294445084,0.12046626294445084,higher_in_PD,704,637
134,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis,476,590,1.1405839214058393,1.0202173016091325,0.12036661979670682,0.12036661979670682,higher_in_PD,812,782
135,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,802,813,0.5602601356026014,0.4407921881446843,0.11946794745791706,0.11946794745791706,higher_in_PD,562,476
136,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,721,658,0.8120935381209354,0.931233667996149,-0.11914012987521361,0.11914012987521361,higher_in_healthy,712,765
137,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii,513,608,1.12453300124533,1.005638839224316,0.118894162021014,0.118894162021014,higher_in_PD,806,783
